mst,client_type
1300270418,Công ty tư nhân
1300232109,Công ty TNHH
0100103087,Công ty TNHH
5300316268,Công ty TNHH
0103126572,Công ty nhà nước
0301103908,Công ty TNHH
1002308000,Công ty nhà nước
0300610408,Công ty tư nhân
0300610408-001,Công ty TNHH
5300239937,Công ty TNHH
0900242844,Công ty tư nhân
0900881248,Công ty tư nhân
0900525440,Công ty tư nhân
0900553487,Công ty nhà nước
0900243950-009,Công ty tư nhân
0900246461,Công ty tư nhân
0900278304-007,Công ty nhà nước
0900488534,Công ty nhà nước
0900224034,Công ty nhà nước
0900262819,Công ty nhà nước
0312251506,Công ty cổ phần
2300721983,Công ty 100% vốn nước ngoài
1600801564,Công ty TNHH
1600194461-038,Công ty Liên doanh
1601213660,Công ty TNHH
1601030547,Công ty TNHH
1600947041,Công ty TNHH
1601941677,Công ty TNHH
1600169320,Công ty cổ phần
3700148737-005,Công ty cổ phần
1602155605,Công ty TNHH
1600383927,Công ty tư nhân
0309132354,Công ty cổ phần
1601909881,Công ty TNHH
1800297954,Công ty TNHH
1600638396,Công ty tư nhân
1600371488,Công ty tư nhân
1601961289,Công ty TNHH
1601650621,Công ty TNHH
1600192619-006,Công ty cổ phần
0105402531-022,Công ty TNHH
1602105548,Công ty tư nhân
1600785619,Công ty TNHH
0200124891-070,Công ty cổ phần
0300942001-023,Công ty nhà nước
3702762660,Công ty TNHH
3700228069,Công ty TNHH
4100266956,Công ty TNHH
4101042331,Công ty TNHH
4100475861,Công ty TNHH
4100485203,Công ty tư nhân
4100727565,Công ty TNHH
4100372619,Công ty tư nhân
4100665157,Công ty TNHH
4101392720,Công ty TNHH
4100552107,Công ty tư nhân
4100693806,Công ty TNHH
4100754819,Công ty TNHH
4101130556,Công ty cổ phần
4101367788,Công ty TNHH
4100354070,Công ty TNHH
4101564754,Công ty tư nhân
4100660945,Công ty tư nhân
4100445271,Công ty tư nhân
4100535535,Công ty tư nhân
4100567181,Công ty tư nhân
4100465895,Công ty TNHH
4100225371,Công ty tư nhân
4100375426,Công ty TNHH
4100649162,Công ty tư nhân
4101439009,Công ty TNHH
4101472503,Công ty tư nhân
4100428413,Công ty TNHH
4100542490,Công ty cổ phần
4100401806,Công ty Hợp danh
4100266811,Công ty TNHH
2100614007,Công ty tư nhân
2100616082,Công ty TNHH
2100535563,Công ty TNHH
2100437580,Công ty TNHH
2100421333,Công ty tư nhân
2100400541,Công ty tư nhân
2100270902,Công ty tư nhân
0303953717,Công ty cổ phần
0306511731,Công ty cổ phần
2100571635,Công ty TNHH
2100638657,Công ty TNHH
2100595481,Công ty TNHH
2100596340,Công ty TNHH
2100591286,Công ty TNHH
2100625217,Công ty TNHH
2100638375,Công ty cổ phần
2100628271,Công ty TNHH
2100633458,Công ty TNHH
2100406800,Công ty TNHH
2100528157,Công ty tư nhân
2100596774,Công ty TNHH
2100301967,Công ty tư nhân
2100597908,Công ty TNHH
2100638600,Công ty tư nhân
0304383964-007,Công ty cổ phần
2100595509,Công ty TNHH
2100610838,Công ty TNHH
2100592392,Công ty TNHH
2100594449,Công ty cổ phần
2100586455,Công ty tư nhân
2100618308,Công ty tư nhân
0108773622-003,Công ty tư nhân
0600489671,Công ty TNHH
0600680928,Công ty TNHH
0600383604,Công ty cổ phần
0600476175,Công ty cổ phần
0601134745,Công ty TNHH
2700275324,Công ty tư nhân
0700211976-002,Công ty TNHH
0600328875,Công ty tư nhân
0600534596,Công ty TNHH
0103579318,Công ty cổ phần
0601036191,Công ty TNHH
0600623648,Công ty TNHH
0601113456,Công ty TNHH
0600509159,Công ty TNHH
0600326613,Công ty TNHH
0600001213,Công ty cổ phần
0600446910,Công ty cổ phần
0600995205,Công ty TNHH
0600388320,Công ty TNHH
0600678164,Công ty cổ phần
0600328339,Công ty TNHH
0601019414,Công ty TNHH
0600445970,Công ty TNHH
0600458867,Công ty cổ phần
0600501093,Công ty TNHH
0601110832,Công ty nhà nước
0600263346,Công ty TNHH
0600341957,Công ty cổ phần
0600411361,Công ty cổ phần
0600759462,Công ty TNHH
0600206115,Công ty cổ phần
0600416031,Công ty cổ phần
0600040734,Công ty tư nhân
0600333272,Công ty cổ phần
0600683478,Công ty TNHH
0600277229,Công ty tư nhân
0601109731,Công ty cổ phần
0600346779,Công ty cổ phần
0600802686,Công ty cổ phần
0601068394,Công ty TNHH
0600678252,Công ty TNHH
0601037614,Công ty TNHH
0600680660,Công ty cổ phần
0601111184,Công ty TNHH
0600321252,Công ty TNHH
0060068060,Công ty cổ phần
0600296567,Công ty nhà nước
0601117080,Công ty cổ phần
0600361470,Công ty TNHH
0600296334,Công ty TNHH
0600806296,Công ty TNHH
0601111000,Công ty TNHH
0600368444,Công ty TNHH
0600346345,Công ty TNHH
0600444409,Công ty TNHH
0600291047,Công ty cổ phần
0600490532,Công ty TNHH
0600802527,Công ty cổ phần
0600310395,Công ty nhà nước
0600002665,Công ty TNHH
0600421031,Công ty cổ phần
0600347194,Công ty TNHH
0600342319,Công ty cổ phần
0600421070,Công ty nhà nước
0600331772,Công ty TNHH
0600331733,Công ty tư nhân
0600380191,Công ty TNHH
0600312811,Công ty TNHH
0601057441,Công ty cổ phần
0600759399,Công ty nhà nước
0600339154,Công ty nhà nước
0600488484,Công ty TNHH
0600204206,Công ty tư nhân
0600387408,Công ty TNHH
0600338577,Công ty tư nhân
0600738656,Công ty nhà nước
0600001686,Công ty tư nhân
0600321125,Công ty TNHH
0600260352,Công ty tư nhân
0600327751,Công ty TNHH
0600385961,Công ty nhà nước
0600296302,Công ty TNHH
0600989240,Công ty TNHH
0600396353,Công ty nhà nước
0601028994,Công ty cổ phần
0600424787,Công ty TNHH
0600426047,Công ty TNHH
0600321189,Công ty tư nhân
0600321735,Công ty cổ phần
0600297176,Công ty TNHH
0600976763,Công ty TNHH
0600662492,Công ty cổ phần
0600803009,Công ty TNHH
0601055980,Công ty TNHH
0600264420,Công ty TNHH
0600264886,Công ty nhà nước
0600887136,Công ty TNHH
0600491134,Công ty cổ phần
0600490677,Công ty TNHH
0600595849,Công ty TNHH
0600965352,Công ty nhà nước
0600266971,Công ty nhà nước
0100686174-543,Công ty nhà nước
0600937059,Công ty TNHH
0600722977,Công ty TNHH
0200622262,Công ty TNHH
0600383153,Công ty TNHH
0600337774,Công ty cổ phần
0601136439,Công ty TNHH
0600985905,Công ty TNHH
3900365859,Công ty tư nhân
3901208094,Công ty tư nhân
3900672507,Công ty tư nhân
3900446917,Công ty tư nhân
3900421775,Công ty tư nhân
3900562208,Công ty tư nhân
3901168807,Công ty tư nhân
3900330609,Công ty tư nhân
3901219441,Công ty tư nhân
0600801530,Công ty cổ phần
0601073193,Công ty tư nhân
0600446903,Công ty cổ phần
0600170123,Công ty tư nhân
0600340801,Công ty TNHH
0600801241,Công ty TNHH
0600801001,Công ty TNHH
0600492787,Công ty nhà nước
0600368733,Công ty cổ phần
0601061487,Công ty TNHH
0600968829,Công ty TNHH
0106053523-001,Công ty cổ phần
0601072577,Công ty tư nhân
0600759832,Công ty nhà nước
0601075909,Công ty TNHH
0600020255,"Tập đoàn, Tổng công ty"
0060116739,Công ty tư nhân
0600816262,Công ty nhà nước
0600335488,Công ty TNHH
0600326483,Công ty TNHH
0600994392,Công ty TNHH
0100686174-545,Công ty nhà nước
0600565033,Công ty nhà nước
0600267012,Công ty tư nhân
0600326275,Công ty tư nhân
0600386193,Công ty tư nhân
0600966363,Công ty TNHH
0600338619,Công ty cổ phần
0104068531,Công ty TNHH
0600335209,Công ty TNHH
0600773530,Công ty cổ phần
0600334420,Công ty nhà nước
0600008000,Công ty nhà nước
0600663859,Công ty TNHH
0600382135,Công ty nhà nước
0600369247,Công ty nhà nước
0600681689,Công ty cổ phần
0601068877,Công ty TNHH
0600461612,Công ty cổ phần
0600267076,Công ty TNHH
0600341668,Công ty cổ phần
0600511655,Công ty TNHH
0600390016,Công ty nhà nước
0600312794,Công ty TNHH
0600343866,Công ty TNHH
0600350648,Công ty cổ phần
0600343714,Công ty TNHH
0600723071,Công ty cổ phần
0600895930,Công ty cổ phần
0600642753,Công ty cổ phần
0600378361,Công ty cổ phần
0703000767,Công ty cổ phần
0600326765,Công ty TNHH
0600001862,Công ty TNHH
0600265262,Công ty TNHH
0600391972,Công ty TNHH
0100105052-005,Công ty cổ phần
0600287467,Công ty tư nhân
0600487000,Công ty cổ phần
0600304955,Công ty tư nhân
0600296990,Công ty TNHH
0600267037,Công ty TNHH
0600466593,Công ty cổ phần
0600792893,Công ty TNHH
0600651525,Công ty TNHH
0600328850,Công ty tư nhân
0600296969,"Tập đoàn, Tổng công ty"
0600722085,Công ty cổ phần
0200124891-024,Công ty cổ phần
0600665990,Công ty cổ phần
0600265248,Công ty cổ phần
0600690115,Công ty TNHH
0600019436,"Tập đoàn, Tổng công ty"
0600380441,Công ty tư nhân
0600810285,Công ty cổ phần
0600306494,Công ty TNHH
1701654411,Công ty TNHH
1702162613,Công ty tư nhân
0311755130-002,Công ty cổ phần
1800156657,Công ty TNHH
1701423654,Công ty cổ phần
1701892328,Công ty tư nhân
0400594679,Công ty nhà nước
0100107772-004,Công ty nhà nước
0400101891,Công ty nhà nước
0400589848,Công ty nhà nước
0400549228,Công ty nhà nước
0400100432,Công ty nhà nước
0400590875,Công ty nhà nước
0400410498,Công ty nhà nước
0100107194-002,Công ty nhà nước
0400438750,Công ty nhà nước
0400447850,Công ty nhà nước
0400259705,Công ty nhà nước
3300100000,Công ty TNHH
3300525229,Công ty TNHH
3300101276,Công ty cổ phần
3300363930,Công ty TNHH
3300379169,Công ty TNHH
0101566271-001,Công ty cổ phần
3300260036,Công ty cổ phần
3300311072,Công ty cổ phần
2600230993,Công ty TNHH
2600231281,Công ty TNHH
2600233257,Công ty tư nhân
2600237861,Công ty TNHH
2600243230,Công ty cổ phần
2600246753,Công ty TNHH
2600247644,Công ty tư nhân
2600253373,Công ty TNHH
2600256991,Công ty TNHH
2600258854,Công ty TNHH
2600271277,Công ty tư nhân
2600271284,Công ty TNHH
2600275056,Công ty cổ phần
2600279082,Công ty cổ phần
2600280063,Công ty TNHH
2600281606,Công ty TNHH
2600298303,Công ty cổ phần
2600301813,Công ty TNHH
2600304317,Công ty TNHH
2600305102,Công ty cổ phần
2600305166,Công ty cổ phần
2600305247,Công ty cổ phần
2600305261,Công ty cổ phần
2600307759,Công ty cổ phần
2600314019,Công ty cổ phần
2600314403,Công ty TNHH
2600315414,Công ty TNHH
2600316520,Công ty TNHH
2600316591,Công ty tư nhân
2600327427,Công ty TNHH
2600329142,Công ty tư nhân
2600335770,Công ty cổ phần
2600337312,Công ty TNHH
2600338605,Công ty TNHH
2600342947,Công ty TNHH
2600343362,Công ty TNHH
2600343517,Công ty cổ phần
2600344006,Công ty TNHH
2600347222,Công ty TNHH
2600347487-002,Công ty TNHH
2600348339,Công ty cổ phần
2600349660,Công ty TNHH
2600350384,Công ty TNHH
2600351645,Công ty tư nhân
2600357502-007,Công ty cổ phần
2600357502-015,Công ty cổ phần
2600357502-016,Công ty cổ phần
2600357559,Công ty TNHH
2600360625,Công ty cổ phần
2600361668,Công ty tư nhân
2600362090,Công ty cổ phần
2600377410,Công ty TNHH
2600380300,Công ty TNHH
2600380597,Công ty TNHH
6300198009,Công ty tư nhân
6300004849-004,Công ty nhà nước
1800377173-010,Công ty TNHH
0100686209-068,Công ty tư nhân
1800158559-034,Công ty tư nhân
6300149481-011,Công ty nhà nước
0300942001-022,Công ty nhà nước
6300028342,Công ty TNHH
1700169765-031,Công ty tư nhân
6300004849-005,Công ty nhà nước
1800297954-005,Công ty TNHH
6300046366,Công ty TNHH
1800158559-032,Công ty tư nhân
3401159508,Công ty tư nhân
1400115247,Công ty TNHH
2800219242,Công ty tư nhân
2802443144,Công ty tư nhân
2801375131,Công ty nhà nước
0102027071,Công ty TNHH
0107640997-007,Công ty cổ phần
0300608092-088,Công ty nhà nước
2700565182,Công ty TNHH
2700275042,Công ty TNHH
2700785406,Công ty TNHH
0101337835,Công ty cổ phần
0105040289,Công ty cổ phần
4601330994,Công ty tư nhân
0100787888-005,Công ty nhà nước
0100231226,Công ty nhà nước
2100119281,Công ty tư nhân
2200154868,Công ty tư nhân
2200166327,Công ty tư nhân
1800153021-002,Công ty tư nhân
2200205819,Công ty tư nhân
2200197798,Công ty tư nhân
2200208369,Công ty TNHH
1801390635,Công ty tư nhân
5500281823,Công ty cổ phần
5500273727,Công ty tư nhân
0500313811-010,Công ty cổ phần
0100150619-016,Công ty cổ phần
5500213527,Công ty cổ phần
5500329306,Công ty tư nhân
0500232954-060,Công ty cổ phần
5500195719,Công ty tư nhân
5500264779,Công ty tư nhân
5500157720-001,Công ty cổ phần
1702048050,Công ty TNHH
1701512801,Công ty tư nhân
1701900730-002,Công ty TNHH
5200442501,Công ty TNHH
5200818916,Công ty TNHH
5200794172,Công ty cổ phần
5200654619,Công ty TNHH
5200304004,Công ty nhà nước
5200792760,Công ty TNHH
5200792263,Công ty cổ phần
5200576248,Công ty TNHH
5200576255,Công ty nhà nước
5200795923,Công ty TNHH
0100686174-547,Công ty nhà nước
0102642976-001,Công ty nhà nước
5200218281,Công ty nhà nước
5200285986,Công ty TNHH
5200497275,Công ty tư nhân
5200475426,Công ty TNHH
5200882911,Công ty nhà nước
0400124962,Công ty nhà nước
0400465793,Công ty nhà nước
0400126575,Công ty nhà nước
0400100513,Công ty nhà nước
0400439560,Công ty nhà nước
0401531488,Công ty nhà nước
0400483601,Công ty nhà nước
0400127804,Công ty nhà nước
0400393958,Công ty nhà nước
0400907603,Công ty TNHH
0400333162,Công ty nhà nước
4000100114,Công ty nhà nước
0400383861,Công ty nhà nước
0400394366,Công ty nhà nước
0400443704,Công ty nhà nước
0401693432,Công ty nhà nước
0400484316,Công ty nhà nước
0400100383,Công ty 100% vốn nước ngoài
0400398699,Công ty nhà nước
0400458387,Công ty nhà nước
0400124930,Công ty nhà nước
3300358137,Công ty cổ phần
3300370399,Công ty TNHH
3300326600,Công ty tư nhân
3300372910,Công ty TNHH
3300384641,Công ty cổ phần
3300370293,Công ty TNHH
3300333936,Công ty cổ phần
0301860552-006,Công ty cổ phần
3300383045,Công ty TNHH
1100592721,Công ty TNHH
3300353668,Công ty tư nhân
0100112846,Công ty TNHH
3300366522,Công ty TNHH
3300348234,Công ty TNHH
3301218887,Công ty tư nhân
3300337345,Công ty cổ phần
3300373745,Công ty TNHH
3300363592,Công ty TNHH
3300367974,Công ty cổ phần
3300356210-001,Công ty TNHH
3300100113,"Tập đoàn, Tổng công ty"
3300100561,Công ty cổ phần
3300362366,Công ty tư nhân
3300370222,Công ty TNHH
0301865864,Công ty TNHH
3300391127,Công ty TNHH
3300484999,Công ty TNHH
3300368216,Công ty tư nhân
3300276251,Công ty tư nhân
0301442379,Công ty tư nhân
5800994342,Công ty TNHH
5800179411,Công ty TNHH
5801339650,Công ty tư nhân
5800427583,Công ty TNHH
0100112437-057,Công ty cổ phần
1400688706,Công ty nhà nước
0100150619-044,Công ty cổ phần
1400696545-004,Công ty cổ phần
1400337842,Công ty TNHH
5400460000,Công ty TNHH
0106534724,Công ty TNHH
5400234227,Công ty TNHH
0100102012-024,"Tập đoàn, Tổng công ty"
0100100417-019,Công ty nhà nước
5400253170,Công ty tư nhân
5800986824-001,Công ty tư nhân
2700283438,Công ty tư nhân
5400422728,Công ty cổ phần
5400273829,Công ty cổ phần
5400360045,Công ty TNHH
5400407134,Công ty TNHH
5400261125,Công ty tư nhân
5400312316,Công ty TNHH
5400313535,Công ty tư nhân
5400312281,Công ty cổ phần
5400323847,Công ty nhà nước
5400361786,Công ty TNHH
5400270955,Công ty TNHH
5400353707,Công ty TNHH
5400446172,Công ty tư nhân
5400348665,Công ty TNHH
5400271194,Công ty cổ phần
5400101241,Công ty TNHH
5400394132,Công ty cổ phần
5400422830,Công ty Hợp danh
5400393065,Công ty TNHH
5400481610,Công ty TNHH
5400393724,Công ty nhà nước
5400328394,Công ty nhà nước
5400209679,Công ty nhà nước
5400251198,Công ty nhà nước
5400362934,Công ty nhà nước
5400427927,Công ty nhà nước
0102338077,Công ty nhà nước
5400209069,Công ty nhà nước
5400282453,Công ty nhà nước
5400317459,Công ty nhà nước
5400177917,Công ty nhà nước
5400368541,Công ty nhà nước
5400243101,Công ty nhà nước
5400209661,Công ty nhà nước
5400209157,Công ty nhà nước
5400227251,Công ty nhà nước
5400316092,Công ty nhà nước
5400411490,Công ty nhà nước
0108688310,Công ty nhà nước
5400211452,Công ty nhà nước
5400385674,Công ty 100% vốn nước ngoài
5400199519,Công ty nhà nước
5400452088,Công ty nhà nước
5400225705,Công ty cổ phần
5400241094,Công ty nhà nước
5400103880,Công ty nhà nước
5400265578,Công ty nhà nước
5400226233,Công ty nhà nước
5400220707,Công ty nhà nước
5400100858-013,Công ty nhà nước
5400356867,Công ty nhà nước
5400253981,Công ty nhà nước
5400254456,Công ty nhà nước
5400212142,Công ty nhà nước
5400351393,Công ty nhà nước
5400386999,Công ty TNHH
5400252804,Công ty nhà nước
5400324368,Công ty nhà nước
0800283766,Công ty cổ phần
0800356365,Công ty cổ phần
0800000954,Công ty cổ phần
0800298748,Công ty 100% vốn nước ngoài
0800384482,Công ty 100% vốn nước ngoài
0800376516,Công ty cổ phần
0800352836,Công ty 100% vốn nước ngoài
0800380689,Công ty cổ phần
