,Company,CEO,MST,NGANH_NGHE,Type,doanh_thu_2020,doanh_thu_2021,tinh
597,CÔNG TY CP TETRA PAK VIỆT NAM,Fehmi Nejat Caliskan,0302803331,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,TP Hồ Chí Minh
598,TỔNG CÔNG TY LẮP MÁY VIỆT NAM-CÔNG TY TNHH MTV,Lê Văn Tuấn,0100106313,Xây dựng,2,"6,060,290","3,826,142",Hà Nội
599,CÔNG TY CP KIM LOẠI MÀU VÀ NHỰA ĐỒNG VIỆT,Chinawat Assavapokee,0309174756,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,TP Hồ Chí Minh
600,CÔNG TY CP ĐIỆN LỰC DẦU KHÍ NHƠN TRẠCH 2,Ngô Đức Nhân,3600897316,"Sản xuất, truyền tải, phân phối điện",2,"6,082,248","6,149,584",Đồng Nai
601,TỔNG CÔNG TY CẤP NƯỚC SÀI GÒN - TNHH MTV,Hồ Văn Lâm,0301129367,"Cung cấp, kinh doanh nước",2,,,TP Hồ Chí Minh
602,CÔNG TY TNHH THỰC PHẨM ORION VINA,Kang Weon Kee,3700667933,"Sản xuất, chế biến và kinh doanh bánh kẹo",2,,,Bình Dương
603,CÔNG TY CP THƯƠNG MẠI KIÊN GIANG,Phạm Văn Hoàng,1700523208,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"5,717,954","5,675,011",Kiên Giang
604,TỔNG CÔNG TY CƠ KHÍ GIAO THÔNG VẬN TẢI SÀI GÒN - TNHH MTV,Trần Quốc Toản,0300481551,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,TP Hồ Chí Minh
605,TỔNG CÔNG TY HÓA DẦU PETROLIMEX - CTCP,Lê Quang Tuấn,0101463614,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"5,608,435","6,868,374",Hà Nội
606,CÔNG TY LIÊN DOANH SẢN XUẤT THÉP VINAUSTEEL,Trần Tuấn Anh,0200108811,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,Hải Phòng
607,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,Nguyễn Đình Thạch,4200485207,"Sản xuất, chế biến và kinh doanh thuốc lá",2,,,Khánh Hòa
608,CÔNG TY CP PHÂN BÓN BÌNH ĐIỀN,Ngô Văn Đông,0302975517,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",2,"5,418,393","7,742,796",TP Hồ Chí Minh
609,TỔNG CÔNG TY CP KHOAN VÀ DỊCH VỤ KHOAN DẦU KHÍ,Nguyễn Xuân Cường,0302495126,"Thăm dò, khai thác dầu mỏ và hoạt động hỗ trợ",2,"5,228,639","3,995,472",TP Hồ Chí Minh
610,CÔNG TY TNHH SIAM CITY CEMENT (VIETNAM) (INSEE),Philippe Bernard Richart,0300608568,"Sản xuất, kinh doanh vật liệu xây dựng",2,,,TP Hồ Chí Minh
611,TỔNG CÔNG TY DƯỢC VIỆT NAM - CTCP,Đinh Xuân Hấn,0100109385,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",2,"5,311,210","4,873,577",Hà Nội
612,CÔNG TY TNHH URC VIỆT NAM,Mr.Jean-Pierre “Jai” Gamboa,3700549827,"Sản xuất, chế biến và kinh doanh bánh kẹo",2,,,Bình Dương
613,CÔNG TY TNHH MTV HERBALIFE VIỆT NAM,Vũ Văn Thắng,0309069208,"Sản xuất, chế biến và kinh doanh thực phẩm khác",2,,,TP Hồ Chí Minh
614,TỔNG CÔNG TY CP PHÁT TRIỂN KHU CÔNG NGHIỆP,Trần Thanh Hải,3600335363,Kinh doanh bất động sản,2,"4,974,919","5,187,424",Đồng Nai
615,CÔNG TY CP VIỆT NAM KỸ NGHỆ SÚC SẢN (VISSAN),Nguyễn Ngọc An,0300105356,"Sản xuất, chế biến và kinh doanh thực phẩm tươi sống, đông lạnh",2,"5,143,547","4,292,766",TP Hồ Chí Minh
616,NGÂN HÀNG TNHH MTV HSBC (VIỆT NAM),Sumit Dutta,0301232798,Ngân hàng,2,,,TP Hồ Chí Minh
617,CÔNG TY CP GIAO NHẬN TOÀN CẦU DHL (VIỆT NAM),Clément Marie Blanc,0305707643,Hoạt động khác hỗ trợ cho vận tải,2,,,TP Hồ Chí Minh
618,CÔNG TY TNHH LE LONG VIỆT NAM,Lee Jui Chun,1100102656,"Sản xuất, kinh doanh thiết bị điện",2,,,Long An
619,TỔNG CÔNG TY CÔNG NGHIỆP MỎ VIỆT BẮC TKV - CTCP,Bùi Trần Đông,0100100015,"Khai thác, kinh doanh than và hoạt động hỗ trợ",2,,,Hà Nội
620,CÔNG TY TÔN PHƯƠNG NAM,Lê Việt,3600236891,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,Đồng Nai
621,CÔNG TY CP CÔNG NGHIỆP CAO SU MIỀN NAM,Phạm Hồng Phú,0300419930,"Sản xuất, kinh doanh cao su và sản phẩm từ cao su",2,"4,692,034","4,839,508",TP Hồ Chí Minh
622,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ CHUBB VIỆT NAM,Nguyễn Hồng Sơn,0303845969,Bảo hiểm,2,,,TP Hồ Chí Minh
623,CÔNG TY TNHH MTV XI MĂNG VICEM HOÀNG THẠCH,Lê Xuân Khôi,0800004797,"Sản xuất, kinh doanh vật liệu xây dựng",2,,,Hải Dương
624,TỔNG CÔNG TY IDICO - CTCP,Đặng Chính Trung,0302177966,Xây dựng,2,"4,541,856","4,301,236",TP Hồ Chí Minh
625,CÔNG TY CP CÁP ĐIỆN THỊNH PHÁT,Kosit Pugasab,0315767095,"Sản xuất, kinh doanh thiết bị điện",2,,,TP Hồ Chí Minh
626,CÔNG TY TNHH GROBEST INDUSTRIAL (VIỆT NAM),Shen Yen Ling,3600456424,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
627,CÔNG TY CP MONDELEZ KINH ĐÔ VIỆT NAM,Hemant Kumar Rupani,3700599641,"Sản xuất, chế biến và kinh doanh bánh kẹo",2,,,Bình Dương
628,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP,Trần Ngọc Hà,0100103866,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,"3,666,912","4,019,247",Hà Nội
629,CÔNG TY CP DINH DƯỠNG NÔNG NGHIỆP QUỐC TẾ,Phạm Trung Lâm,3600618918,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
630,CÔNG TY CP ĐIỆN LỰC KHÁNH HÒA,Nguyễn Cao Ký,4200601069,"Sản xuất, truyền tải, phân phối điện",2,"4,572,888","4,361,399",Khánh Hòa
631,CÔNG TY TNHH THƯƠNG MẠI CARLSBERG VIỆT NAM,Nathaniel Meredith Moxom,0102314245,"Sản xuất, chế biến và kinh doanh đồ uống có cồn",2,,,Thừa Thiên Huế
632,CÔNG TY TÀI CHÍNH TNHH HD SAISON,Nguyễn Hữu Nhân,0304990133,Dịch vụ tài chính khác,2,,,TP Hồ Chí Minh
633,TỔNG CÔNG TY CÔNG NGHIỆP SÀI GÒN - TNHH MTV,Nguyễn Phương Đông,0300713668,"Sản xuất, chế biến và kinh doanh thuốc lá",2,,,TP Hồ Chí Minh
634,CÔNG TY CP DƯỢC HẬU GIANG,Đoàn Đình Duy Khương,1800156801,"Sản xuất dược phẩm, thiết bị y tế",2,"3,755,619","4,003,170",Cần Thơ
635,CÔNG TY TNHH NHÀ NƯỚC MTV XỔ SỐ KIẾN THIẾT CẦN THƠ,Đỗ Thanh Bình,1800157562,"Dịch vụ vui chơi, giải trí",2,,,Cần Thơ
636,CÔNG TY TNHH TOTO VIỆT NAM,Yamasaki Masao,0101225306,"Sản xuất, kinh doanh vật liệu xây dựng",2,,,Hà Nội
637,CÔNG TY CP CÁN THÉP THÁI TRUNG,Trần Tuấn,4600451322,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,"4,311,771","6,066,999",Thái Nguyên
638,CÔNG TY TNHH NHỰA VÀ HÓA CHẤT TPC VINA,Piyapong Jriasetapong,3600248368,"Sản xuất, kinh doanh nhựa và sản phẩm từ nhựa",2,,,Đồng Nai
639,CÔNG TY CP TẬP ĐOÀN MAVIN,Đào Mạnh Lương,0900841823,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Hưng Yên
640,CÔNG TY TNHH MTV TỔNG CÔNG TY 28,Đỗ Tuấn Anh,0300516772,"Sản xuất, kinh doanh sợi, sản phẩm dệt",2,,,TP Hồ Chí Minh
641,NGÂN HÀNG TNHH MTV STANDARD CHARTERED (VIỆT NAM),Louis Taylor,0103617147,Ngân hàng,2,,,Hà Nội
642,CÔNG TY TNHH PHÁT TRIỂN PHÚ MỸ HƯNG,Tseng Fan Chih,0300604002,Kinh doanh bất động sản,2,,,TP Hồ Chí Minh
643,CÔNG TY TNHH BẢO HIỂM HANWHA LIFE VIỆT NAM,Hwang Jun Hwan,0305774706,Bảo hiểm,2,,,TP Hồ Chí Minh
644,NGÂN HÀNG TNHH INDOVINA,Liu Chun Hao,0300733752,Ngân hàng,2,,,TP Hồ Chí Minh
645,CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC VIỆT NAM 1,Chao Wen Hsiang,2500213190,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,Vĩnh Phúc
646,CÔNG TY TNHH LOUIS DREYFUS COMMODITIES VIỆT NAM,Eric Gerard Leleu,5900424466,"Sản xuất, chế biến và kinh doanh thực phẩm tươi sống, đông lạnh",2,,,Gia Lai
647,TỔNG CÔNG TY TRUYỀN THÔNG (VNPT-MEDIA),Dương Thành Long,0106873188,Viễn thông,2,,,Hà Nội
648,CÔNG TY SẢN XUẤT THÉP ÚC SSE,Lâm Văn Hùng,0200373471,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,Hải Phòng
649,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Lê Tiến Hùng,6000234538,"Sản xuất, chế biến và kinh doanh đồ uống không cồn",2,,,Đắk Lắk
650,CÔNG TY TNHH MTV XỔ SỐ KIẾN THIẾT BẠC LIÊU,Nguyễn Ngọc Thuý,1900135322,"Dịch vụ vui chơi, giải trí",2,,,Bạc Liêu
651,CÔNG TY CP THANH TOÁN ĐIỆN TỬ VNPT,Kim Je Hee,0102713659,Hoạt động thông tin khác,2,,,Hà Nội
652,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Vũ Hồng Phú,0107520795,Bảo hiểm,2,,,Hà Nội
653,CÔNG TY CP PIN ẮC QUY MIỀN NAM,Trần Thanh Văn,0300405462,"Sản xuất, kinh doanh thiết bị điện",2,"965,945","907,737",TP Hồ Chí Minh
654,CÔNG TY TNHH MTV XỔ SỐ KIẾN THIẾT SÓC TRĂNG,Lê Văn Khanh,2200108572,"Dịch vụ vui chơi, giải trí",2,,,Sóc Trăng
655,CÔNG TY CP TƯ VẤN XÂY DỰNG ĐIỆN 2,Nguyễn Chơn Hùng,0300420157,Dịch vụ khác,2,"3,346,395","3,629,141",TP Hồ Chí Minh
656,CÔNG TY TNHH SẢN XUẤT BỘT MỲ VIMAFLOUR,Lim Pang Boon,5700101210,"Sản xuất, chế biến và kinh doanh gạo, ngũ cốc, sản phẩm nghiền, đồ khô",2,,,Quảng Ninh
657,CÔNG TY TNHH THÉP KYOEI VIỆT NAM,Fukunishi Hidekazu,2700631318,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,Ninh Bình
658,TỔNG CÔNG TY CP DỆT MAY HOÀ THỌ,Nguyễn Đức Trị,0400101556,"Sản xuất, kinh doanh trang phục",2,"3,256,264","3,863,510",Đà Nẵng
659,CÔNG TY CP VẬT TƯ - TKV,Tạ Quang Tuấn,5700100707,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,Quảng Ninh
660,CÔNG TY TNHH GANG THÉP TUYÊN QUANG,"Zhang, Qun (Trương Quần)",5000230718,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,Tuyên Quang
661,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA,Nguyễn Anh Hùng,4200338918,"Sản xuất, chế biến và kinh doanh thực phẩm khác",2,,,Khánh Hòa
662,CÔNG TY TNHH MTV TỔNG CÔNG TY THÁI SƠN,Phạm Gặp,0300533471,Kinh doanh bất động sản,2,,,TP Hồ Chí Minh
663,CÔNG TY TNHH DINH DƯỠNG Á CHÂU (VN),Su Meng Chih,3600233805,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
664,CÔNG TY CP BỘT GIẶT LIX,Lâm Văn Kiệt,0301444263,"Sản xuất, kinh doanh hóa mỹ phẩm",2,"2,902,193","2,613,003",TP Hồ Chí Minh
665,TỔNG CÔNG TY CP BẢO HIỂM PETROLIMEX,Đào Nam Hải,0100110768,Bảo hiểm,2,"2,920,924","3,037,019",Hà Nội
666,CÔNG TY CP DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Bùi Hữu Hiền,0300483319,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",2,"2,957,141","2,450,389",TP Hồ Chí Minh
667,TỔNG CÔNG TY GAS PETROLIMEX - CTCP,Vũ Hồng Khánh,0101447725,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"2,824,679","3,362,912",Hà Nội
668,TỔNG CÔNG TY CHĂN NUÔI VIỆT NAM - CTCP,Trịnh Quốc Dũng,0100104443,Chăn nuôi,2,"2,825,788","2,928,252",Hà Nội
669,TỔNG CÔNG TY 319,Nguyễn Minh Khiêm,0100108984,Xây dựng,2,,,Hà Nội
670,CÔNG TY TNHH MTV APATIT VIỆT NAM,Nguyễn Tiến Cường,5300100276,Khai khoáng khác và kinh doanh các sản phẩm khác từ khai khoáng,2,,,Lào Cai
671,CÔNG TY TNHH MTV DƯỢC SÀI GÒN,Lê Việt Hùng,0300523385,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",2,,,TP Hồ Chí Minh
672,CÔNG TY TNHH LIÊN DOANH ỐNG THÉP SENDO,Trương Văn Minh,3502280821,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,Bà Rịa - Vũng Tàu
673,CÔNG TY CP CAO SU PHƯỚC HÒA,Nguyễn Văn Tược,3700147532,Trồng trọt,2,"1,631,648","1,945,435",Bình Dương
674,TỔNG CTCP THƯƠNG MẠI XÂY DỰNG,Võ Nhật Thăng,0100203476,Kinh doanh bất động sản,2,,,Hà Nội
675,CÔNG TY THƯƠNG MẠI DỊCH VỤ TRÀNG THI,Vũ Trọng Tuấn,0100107437,"Sản xuất, kinh doanh thiết bị điện",2,,,Hà Nội
676,CÔNG TY TNHH TRUYỀN HÌNH CÁP SAIGONTOURIST,Trần Văn Úy,0301463315,"Truyền hình, phát thanh, phim ảnh",2,,,TP Hồ Chí Minh
677,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ HAI SÁU SÁU,Nguyễn Thị Hồng Hạnh,0303781761,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",2,,,TP Hồ Chí Minh
678,CÔNG TY TNHH QUỐC TẾ LIÊN DOANH VINACONEX - TAISEI (VINATA),Seiichiro Kuwabara,0100113494,Xây dựng,2,,,Hà Nội
679,TỔNG CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG ĐÔ THỊ UDIC - CÔNG TY TNHH MTV,Nguyễn Minh Quang,0100106232,Xây dựng,2,,,Hà Nội
680,TỔNG CÔNG TY VẬN TẢI HÀ NỘI,Nguyễn Thanh Nam,0101148154,Vận tải đường bộ,2,,,Hà Nội
681,CÔNG TY TNHH HEWLETT - PACKARD VIỆT NAM,Trần Thị Minh Thuận,0300539709,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",2,,,TP Hồ Chí Minh
682,CÔNG TY TNHH MIWON VIỆT NAM,Shin Sangho,2600109933,"Sản xuất, chế biến và kinh doanh thực phẩm khác",2,,,Phú Thọ
683,CÔNG TY CP THÉP TOP PRO,"Hong, Chung-Cheng",1100798176,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,Long An
684,CÔNG TY TNHH KINH DOANH LỐP XE BRIDGESTONE VIỆT NAM,Hiroyuki Saito,0309875328,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,TP Hồ Chí Minh
685,CÔNG TY CP LUYỆN KIM TÂN NGUYÊN HẢI DƯƠNG VIỆT NAM,Hồ Dư Khang (Hu YuKang),0800740412,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,,,Hải Dương
686,TỔNG CÔNG TY XÂY DỰNG HÀ NỘI,Đậu Văn Diện,0100106338,Xây dựng,2,"1,991,733","2,413,517",Hà Nội
687,CÔNG TY CP CẢNG HẢI PHÒNG,Nguyễn Tường Anh,0200236845,"Kho bãi, bốc xếp hàng hóa",2,"2,030,663","2,284,630",Hải Phòng
688,CÔNG TY CP PHÁT TRIỂN HẠ TẦNG KỸ THUẬT,Đỗ Quang Ngôn,3700805566,Kinh doanh bất động sản,2,"2,141,296","2,601,723",Bình Dương
689,TỔNG CÔNG TY CP BẢO HIỂM NGÂN HÀNG ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT NAM,Trần Hoài An,0100931299,Bảo hiểm,2,"1,887,816","2,155,107",Hà Nội
690,CÔNG TY TNHH ROCHDALE SPEARS,Hoàng Yến,3700370643,"Sản xuất, kinh doanh gỗ, sản phẩm từ gỗ và nội thất",2,,,Bình Dương
691,CÔNG TY TNHH BACONCO,"Siquet, Pierre Louis Bernard",3500101065,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",2,,,Bà Rịa - Vũng Tàu
692,CÔNG TY CP CÔNG NGHIỆP NHỰA PHÚ LÂM,Huang Cheng Hung,0200109445,"Sản xuất, kinh doanh nhựa và sản phẩm từ nhựa",2,,,Hải Phòng
693,CÔNG TY TNHH LIÊN DOANH SẢN XUẤT ÔTÔ NGÔI SAO,Ryujiro Kobashi,3700229030,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,Bình Dương
694,TỔNG CÔNG TY GIẤY VIỆT NAM,.,2600357502,"Sản xuất, kinh doanh giấy và các sản phẩm từ giấy",2,,,Hà Nội
695,CÔNG TY CP HANACANS,Hidetaka Makabe,2300372796,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",2,,,Bắc Ninh
